,page,country,rev_id,prediction,Geography,Population mid-2018 (millions)
9950,Antonio José Cañas,Salvadoran,749973666,Start,,
9952,José Atilio Benítez Parada,Salvadoran,749976455,Stub,,
9974,"List of members of the Løgting, 1988–90",Faroese,750074079,Start,,
10031,Brandur Sandoy,Faroese,750167873,Start,,
10049,Jeremias Ziervogel,Cape Colony,750299694,C,,
10121,Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",750725157,Stub,,
10140,Queen Pokou,Ivorian,750972336,Start,,
10163,Christian Malanga,"Congo, Dem. Rep. of",751152656,C,,
10203,Faustin Birindwa,"Congo, Dem. Rep. of",751361476,Stub,,
10215,Joshua Hill (Pitcairn Island leader),Pitcairn Islands,751464749,Stub,,
10249,Bernd Richter,Czech Republic,751718674,Stub,,
10319,Arafat scarf,Palestinian Territory,752269980,Stub,,
10417,Kamil Kalina,Czech Republic,753045804,Stub,,
10418,Manuel Carrascalão,East Timorese,753061850,Stub,,
10523,Chikez Diemu,"Congo, Dem. Rep. of",753704394,Stub,,
10589,Guy de Faye,Jersey,754330569,Start,,
10591,Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",754344309,Start,,
10641,George Fergusson (diplomat),Pitcairn Islands,754790610,C,,
10659,James Russell McCoy,Pitcairn Islands,754935959,Start,,
10660,Matthew Edmond McCoy,Pitcairn Islands,754935982,Stub,,
10665,Zuhir al-Qaisi,Palestinian Territory,754951299,C,,
10669,"List of members of the Løgting, 2015–19",Faroese,754952121,Start,,
10670,"List of members of the Løgting, 2011–15",Faroese,754952298,Start,,
10671,"List of members of the Løgting, 2008–11",Faroese,754952557,Start,,
10672,"List of members of the Løgting, 2004–08",Faroese,754952620,Start,,
10673,"List of members of the Løgting, 2002–04",Faroese,754952690,Start,,
10676,Mohammed Shabir,Palestinian Territory,754960024,Start,,
10719,Sumbat Saakian,Abkhazia,755193428,Stub,,
10749,Jacques Bangou,Guadeloupe,755313899,Stub,,
10768,Said Seyam,Palestinian Territory,755358806,C,,
10778,Richard Sacher,Czech Republic,755428089,Stub,,
10780,Speaker of the Cook Islands Parliament,Cook Island,755442454,Start,,
10784,Émile Boga Doudou,Ivorian,755479236,C,,
10811,Fran Levstik,Carniolan,755713654,Start,,
10863,Adalgisa Magno Guterres,East Timorese,755908563,Stub,,
10864,María do Céu,East Timorese,755908564,Start,,
10897,Adrien Jules Jean Bonhoure,Ivorian,756060260,Stub,,
10942,Václav Fischer,Czech Republic,756317863,Start,,
10971,Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063,Stub,,
11010,Bárður á Steig Nielsen,Faroese,756602743,Start,,
11064,Edmund Joensen,Faroese,756654638,Stub,,
11067,Jørgen Niclasen,Faroese,756654880,Stub,,
11234,Sara Olsvig,Greenlandic,756830216,Stub,,
11245,Atef Adwan,Palestinian Territory,756834998,Start,,
11246,Moussa Arafat,Palestinian Territory,756836183,Start,,
11444,Ezechiel Joseph,Saint Lucian,757044849,Stub,,
11446,Gaston Gerville-Réache,Guadeloupe,757050656,Stub,,
11448,Maria Heather,Cook Island,757064438,Stub,,
11449,Tetangi Matapo,Cook Island,757064793,Stub,,
11450,Selina Napa,Cook Island,757064845,Stub,,
11451,Dorice Reid,Cook Island,757065079,B,,
11452,Ngai Tupa,Cook Island,757065152,Stub,,
11481,Teresina Bodkin,Montserratian,757086597,Stub,,
11482,Shirley Osborne,Montserratian,757086621,Stub,,
11484,Nora Gúnera de Melgar,Hondura,757092750,Stub,,
11486,Kathrine Chemnitz,Greenlandic,757102071,Start,,
11489,Augusta Salling,Greenlandic,757103267,Stub,,
11498,Leilani Reklai,Palauan,757106724,Stub,,
11499,Matatumua Maimoana,Samoan,757107378,C,,
11500,Laulu Fetauimalemau Mata'afa,Samoan,757107952,C,,
11556,Fahd bin Mahmoud al Said,Omani,757164616,Stub,,
12153,Božena Viková-Kunětická,Czech Republic,757336278,Stub,,
12256,Taymuraz Mamsurov,Ossetian,757343822,Start,,
12455,Agathe Fontain,Greenlandic,757539811,Stub,,
12457,Ana Pessoa Pinto,East Timorese,757539934,Stub,,
12459,Ane Hansen (politician),Greenlandic,757539958,Stub,,
12472,Cassey Eggelton,Cook Island,757540405,Stub,,
12475,Constance Simelane,Swaziland,757540600,C,,
12505,Elizabeth Azcona Bocock,Hondura,757561950,Start,,
12514,Fiame Naomi Mata'afa,Samoan,757562316,Start,,
12564,Khouloud Daibes,Palestinian Territory,757565638,Stub,,
12591,Menissa Rambally,Saint Lucian,757615710,Start,,
12608,Safuneitu'uga Pa'aga Neri,Samoan,757616961,Stub,,
12610,Sandra Midence,Hondura,757617005,Stub,,
12624,Violeta Menjívar,Salvadoran,757618572,Start,,
12862,Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887,Stub,,
12863,Henry Latham Currey,Cape Colony,757832561,Start,,
12882,Premier of Nevis,Saint Kitts and Nevis,757950077,Stub,,
12894,Santiago González (politician),Salvadoran,757977772,Stub,,
12930,Rosa Amelia Guzmán,Salvadoran,758287489,Start,,
12932,Gloria Salguero Gross,Salvadoran,758288293,Start,,
13026,Mikuláš of Hus,Czech Republic,758942647,Stub,,
13028,Gatoloaifaana Amataga Alesana-Gidlow,Samoan,758953501,Stub,,
13103,Nahid al-Rayyis,Palestinian Territory,759387598,Start,,
13117,Gertruda Sekaninová-Čakrtová,Czech Republic,759446334,GA,,
13293,Yu In-chon,South Korean,760062536,Start,,
13359,Seydou Diarra,Ivorian,760303900,Start,,
13360,Gilbert Aké,Ivorian,760304267,Stub,,
13367,Rawhi Fattouh,Palestinian Territory,760357919,Start,,
13368,Wasfi Kabha,Palestinian Territory,760375386,Stub,,
13369,Omar Hammayil,Palestinian Territory,760380012,Stub,,
13371,Mohammed Milhim,Palestinian Territory,760380700,Stub,,
13376,Jeannot Ahoussou-Kouadio,Ivorian,760393381,Start,,
13382,Damian Greaves,Saint Lucian,760443772,Stub,,
13387,Aleksandr Shavlokhov,South Ossetian,760473086,Stub,,
13388,Merab Chigoev,South Ossetian,760473130,Stub,,
13389,Gerasim Khugayev,South Ossetian,760473192,Start,,
13390,Igor Sanakoyev,South Ossetian,760473237,Stub,,
13391,Zurab Kokoyev,South Ossetian,760473273,Stub,,
13414,Rosa Bonaparte,East Timorese,760534473,Stub,,
13428,Rawya Saud Al Busaidi,Omani,760558966,Stub,,
13645,Adrian Davis (governor),Montserratian,762009545,Stub,,
13678,Sainte Suzanne Melvil-Bloncourt,Guadeloupe,762128875,Stub,,
13745,Tuala Ainiu Iusitino,Samoan,762572848,Stub,,
13754,Antonio Bells,Palauan,762610456,Stub,,
13793,Alibek Delimkhanov,Chechen,762868684,Stub,,
13798,Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552,Stub,,
13799,Bailiff of Guernsey,Guernsey,762910285,GA,,
13899,Dolly Makambo Nawezi,"Congo, Dem. Rep. of",763323939,Stub,,
13938,Francis Chaplin,Rhodesian,763530115,Stub,,
13942,Roger Hawkins (politician),Rhodesian,763533706,Start,,
13946,George Mitchell (Rhodesia),Rhodesian,763540238,Stub,,
13996,Asii Chemnitz Narup,Greenlandic,763742018,Stub,,
14004,Robert Rex,Niuean,763768679,Start,,
14005,Norman George,Cook Island,763769083,Start,,
14006,John Tangi,Cook Island,763769086,Stub,,
14007,Vai Peua,Cook Island,763769088,Stub,,
14008,Teariki Heather,Cook Island,763769233,Start,,
14010,George Angene,Cook Island,763769688,Stub,,
14011,Albert (Peto) Nicholas,Cook Island,763770488,Stub,,
14013,Tupou Faireka,Cook Island,763774025,Stub,,
14014,Mark Brown (Cook Islands),Cook Island,763774066,Stub,,
14015,Nandi Glassie,Cook Island,763774069,Stub,,
14016,Apii Piho,Cook Island,763775030,Stub,,
14017,Winton Pickering,Cook Island,763775034,Stub,,
14018,Albert Nicholas (Cook Islands),Cook Island,763775035,Stub,,
14019,Vincent Ingram,Cook Island,763775867,Start,,
14020,Terepai Maoate Jnr,Cook Island,763775893,Stub,,
14021,Toanui Isamaela,Cook Island,763776103,Stub,,
14022,Tangata Vavia,Cook Island,763776191,Start,,
14023,Taunga Toka,Cook Island,763776193,Stub,,
14024,Teremoana Tapi Taio,Cook Island,763776229,Start,,
14025,Tepure Tapaitau,Cook Island,763776231,Start,,
14026,Mapu Taia,Cook Island,763776235,Stub,,
14027,Pupuke Robati,Cook Island,763776270,Start,,
14028,Wilkie Rasmussen,Cook Island,763776271,Start,,
14030,Tai Tura,Cook Island,763776737,Stub,,
14031,Tekii Lazaro,Cook Island,763776768,Stub,,
14032,Kura Strickland,Cook Island,763776806,Stub,,
14033,Mii Parima,Cook Island,763776808,Stub,,
14034,Joe Williams (Cook Islands politician),Cook Island,763776856,Start,,
14035,Kiriau Turepu,Cook Island,763776860,Stub,,
14052,John Landau,Rhodesian,763870152,Stub,,
14072,Germain Kambinga,"Congo, Dem. Rep. of",763943185,Stub,,
14073,Byron Hove,Rhodesian,763951988,Start,,
14139,Haruo Remeliik,Palauan,764341685,Stub,,
14140,Henri Konan Bédié,Ivorian,764345360,C,,
14151,List of colonial and departmental heads of Guadeloupe,Guadeloupe,764397748,Start,,
14176,Richard Fell,Pitcairn Islands,764601118,Start,,
14184,Juan Alberto Melgar Castro,Hondura,764646645,Stub,,
14210,Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546,Stub,,
14211,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615,C,,
14212,José Makila Sumanda,"Congo, Dem. Rep. of",764771652,Stub,,
14213,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697,Stub,,
14214,Charles Mwando Simba,"Congo, Dem. Rep. of",764791046,Stub,,
14291,Roman Tmetuchl,Palauan,765032190,GA,,
14303,Vice President of Palau,Palauan,765102210,Stub,,
14373,Paul Niger,Guadeloupe,765272796,Stub,,
14384,Henry Juta,Cape Colony,765333482,Stub,,
14421,David Joaquín Guzmán,Salvadoran,765528693,Start,,
14427,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258,Start,,
14429,Fernanda Borges,East Timorese,765600414,Stub,,
14433,Beibulat Taimiev,Chechen,765616552,Start,,
14445,Faisal Husseini,Palestinian Territory,765742925,Start,,
14458,Mabi Mulumba,"Congo, Dem. Rep. of",765799138,Stub,,
14459,N'Singa Udjuu,"Congo, Dem. Rep. of",765799213,Stub,,
14466,Sultani Makenga,"Congo, Dem. Rep. of",765834828,Start,,
14467,Petr Mlsna,Czech Republic,765838180,Stub,,
14474,Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730,Stub,,
14488,Raymond Tshibanda,"Congo, Dem. Rep. of",765923988,Start,,
14489,Banza Mukalay,"Congo, Dem. Rep. of",765924619,Start,,
14492,Évariste Boshab,"Congo, Dem. Rep. of",765925554,Stub,,
14504,Jóannes Eidesgaard,Faroese,765947137,Start,,
14505,Jógvan á Lakjuni,Faroese,765947416,Start,,
14546,Atapana Siakimotu,Niuean,766068997,Stub,,
14547,Ahohiva Levi,Niuean,766068998,Stub,,
14548,Bill Vakaafi Motufoou,Niuean,766069253,Stub,,
14549,Pokotoa Sipeli,Niuean,766069256,Stub,,
14550,Terry Coe,Niuean,766069372,Stub,,
14551,Togiavalu Pihigia,Niuean,766069407,Stub,,
14552,Hima Douglas,Niuean,766069520,Stub,,
14553,Dalton Tagelagi,Niuean,766069576,Stub,,
14569,Lyudvig Chibirov,South Ossetian,766130279,Stub,,
14645,Vernon Tomes,Jersey,766480006,Stub,,
14662,Affoussiata Bamba-Lamine,Ivorian,766524815,Start,,
14681,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953,Stub,,
14698,Francisco Gómez (El Salvador President),Salvadoran,766757526,Start,,
14706,Haidar Abdel-Shafi,Palestinian Territory,766784372,Start,,
14712,Inatio Akaruru,Cook Island,766806728,Start,,
14716,Nasser al-Shaer,Palestinian Territory,766840809,Start,,
14719,Hilary Squires,Rhodesian,766847256,Start,,
14720,Omar Abd al-Razaq,Palestinian Territory,766847361,Stub,,
14750,Terepai Maoate,Cook Island,767048874,Start,,
14751,Deputy Prime Minister of the Cook Islands,Cook Island,767048881,Start,,
14762,Achille René-Boisneuf,Guadeloupe,767102866,Start,,
14779,"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600,Stub,,
14783,Surangel Whipps Jr.,Palauan,767195006,Stub,,
14795,Maurice Antiste,Martinique,767223939,Stub,,
14813,Lambert Amon Tanoh,Ivorian,767265950,Stub,,
14820,Paul Adolphe Marie Prosper Granier de Cassagnac,Guadeloupe,767288808,Start,,
14831,Paul Alan Cox,Samoan,767363297,C,,
14859,Adnan al-Husayni,Palestinian Territory,767482479,Stub,,
14954,Simeon Jacobs,Cape Colony,767856232,C,,
14963,Ziad Abu Amr,Palestinian Territory,767881055,Start,,
14968,Taimur bin Feisal,Omani,767885927,Start,,
14987,Atatoa Herman,Cook Island,767994335,Stub,,
15031,Antonín Cyril Stojan,Czech Republic,768047769,C,,
15077,Jean Andeka,"Congo, Dem. Rep. of",768228272,Stub,,
15095,Jean-Louis Billon,Ivorian,768302622,Start,,
15108,Ziad Abuzayyad,Palestinian Territory,768374386,Start,,
15170,Ambrose Sherwill,Guernsey,768625520,C,,
15179,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214,C,,
15180,František Kubka,Czech Republic,768676716,Stub,,
15181,David G. P. Taylor,Montserratian,768679602,Start,,
15340,Azzam al-Ahmad,Palestinian Territory,769135700,Stub,,
15381,Leila Shahid,Palestinian Territory,769328020,Start,,
15398,Ivan Tavčar,Carniolan,769425247,C,,
15447,Francisco Dueñas,Salvadoran,769575358,Stub,,
15450,Robert Beugré Mambé,Ivorian,769591168,Stub,,
15543,Michael Jackson (journalist),Niuean,770018880,Start,,
15563,Sarita Francis,Montserratian,770131970,Start,,
15668,Kim Wan-ju,South Korean,770622878,Stub,,
15669,Park Yong-jin,South Korean,770623036,Start,,
15676,Rafael Zaldívar,Salvadoran,770682721,Start,,
15687,Abdourahmane Cissé,Ivorian,770710515,Start,,
15694,Lee Jong-kul,South Korean,770757174,Stub,,
15696,Aleqa Hammond,Greenlandic,770757601,Start,,
15699,Kim Hyun-jong,South Korean,770760118,Stub,,
15708,Richard Frederick,Saint Lucian,770812205,Start,,
15709,Oliver Plunkett (judge),Saint Lucian,770813700,Stub,,
15710,Gale Rigobert,Saint Lucian,770814043,Stub,,
15715,Frederick Ballantyne,Saint Vincent and the Grenadines,770827509,C,,
15716,Terrance Ollivierre,Saint Vincent and the Grenadines,770829069,Start,,
15811,Duncan MacIntyre (New Zealand politician),Tokelauan,770994352,C,,
15830,Milton Cato,Saint Vincent and the Grenadines,771015590,Start,,
15843,William Schreiner,Cape Colony,771024710,C,,
15896,Enetama Lipitoa,Niuean,771152922,Stub,,
15938,Sharm El Sheikh Memorandum,Palestinian Territory,771217707,Start,,
15945,Tuala Falenaoti Tiresa Malietoa,Samoan,771267864,Stub,,
15956,David Brandt (politician),Montserratian,771351774,Stub,,
15957,Bertrand Osborne,Montserratian,771351955,Stub,,
15958,Percival Austin Bramble,Montserratian,771352057,Stub,,
16002,Russell Marshall,Tokelauan,771460602,C,,
16035,Toi Aukuso Cain,Samoan,771651038,Stub,,
16139,Aimé Boji,"Congo, Dem. Rep. of",772045942,Stub,,
16179,Isa Gendergenoevsky,Chechen,772274868,Stub,,
16185,Léonard Mulamba,"Congo, Dem. Rep. of",772317052,Start,,
16212,"Kruger House, Pretoria",South African Republic,772410051,Stub,,
16299,Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",772818039,C,,
16310,Nicolau dos Reis Lobato,East Timorese,772890380,Stub,,
16337,Hussein al-Husayni,Palestinian Territory,773002344,Start,,
16379,Victor Sévère,Martinique,773080765,Stub,,
16433,Riyad al-Maliki,Palestinian Territory,773227993,Start,,
16435,Philip Bailhache,Jersey,773230341,C,,
16447,Heraldine Rock,Saint Lucian,773251387,Start,,
16459,Jean Poingdestre,Jersey,773316732,Start,,
16486,Alfonso Oiterong,Palauan,773405868,Stub,,
16508,Vilma Cecilia Morales,Hondura,773563309,Stub,,
16574,Josef Pfitzner,Czech Republic,773853256,Start,,
16586,Anfinn Kallsberg,Faroese,773895078,Start,,
16699,Kasongo Ilunga,"Congo, Dem. Rep. of",774263410,Start,,
16741,Shin Ki-ha,South Korean,774367693,Stub,,
16826,Head of the Republic of North Ossetia-Alania,Ossetian,774555176,Stub,,
16829,Peter Hanning,Jersey,774568909,Start,,
16839,Vladimír Franz,Czech Republic,774595725,C,,
16869,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596,Start,,
16889,Vice-President of Ivory Coast,Ivorian,774756970,Start,,
16897,Vance Amory,Saint Kitts and Nevis,774778329,C,,
16903,Yasser Abed Rabbo,Palestinian Territory,774821388,C,,
16908,Cecil Dennistoun Burney,Rhodesian,774837666,Stub,,
16915,Óscar Ortiz (El Salvador),Salvadoran,774857245,Stub,,
16922,"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670,Start,,
16995,Lee Chunhee,South Korean,775234175,Stub,,
16996,Peter Josie,Saint Lucian,775241473,Start,,
17035,Ahn Dae-hee,South Korean,775458263,Stub,,
17036,Ahn Gyu-baek,South Korean,775458608,Start,,
17037,Park Hong-keun,South Korean,775458639,Start,,
17043,George Strahan,Cape Colony,775481498,Start,,
17064,Isra al-Modallal,Palestinian Territory,775535912,Start,,
17145,Jamal Abu Samhadana,Palestinian Territory,775898615,C,,
17161,Sani Lakatani,Niuean,775947817,Stub,,
17226,Jan Stocklassa,Czech Republic,776095794,Stub,,
17252,Jaroslav Krejčí,Czech Republic,776197284,Start,,
17276,Sufian Abu Zaida,Palestinian Territory,776289919,Start,,
17278,Boekenhoutfontein,South African Republic,776299184,Start,,
17292,Libuše Benešová,Czech Republic,776338134,Stub,,
17293,Daniela Filipiová,Czech Republic,776338195,Start,,
17299,Jean Konan Banny,Ivorian,776348888,Start,,
17309,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644,Stub,,
17310,Jeannine Compton-Antoine,Saint Lucian,776374386,Stub,,
17313,Taysir Khalid,Palestinian Territory,776386870,Stub,,
17336,Moses Porges von Portheim,Czech Republic,776487173,Start,,
17344,Jan Kasl,Czech Republic,776508129,Start,,
17345,Jiří Kittner,Czech Republic,776509425,Stub,,
17348,Miloslav Vlček,Czech Republic,776513404,Stub,,
17349,Ivo Svoboda (politician),Czech Republic,776513552,Start,,
17350,Hana Orgoníková,Czech Republic,776513802,Stub,,
17351,Pavel Dostál,Czech Republic,776514175,Start,,
17398,John Bardwell Ebden,Cape Colony,776725178,Start,,
17406,Jiří Lobkowicz,Czech Republic,776751749,Stub,,
17429,Ibrahim Nassar,Palestinian Territory,776831011,Start,,
17521,Ahn Sang-yeong,South Korean,777008205,Stub,,
17531,Anwar Khatib,Palestinian Territory,777026878,Start,,
17544,Jang Deok-jin,South Korean,777070214,Stub,,
17597,Johnson Toribiong,Palauan,777304756,Start,,
17603,Carlos Zúñiga Figueroa,Hondura,777334919,Start,,
17705,Josip Jurčič,Carniolan,777587526,Start,,
17707,Josip Vošnjak,Carniolan,777588436,Start,,
17710,José Adolfo Alvarado Lara,Hondura,777592070,Stub,,
17718,José Damián Villacorta,Salvadoran,777601256,Start,,
17720,José Escolástico Marín,Salvadoran,777602660,Stub,,
17734,José María Cornejo,Salvadoran,777612972,Start,,
17735,José María Peralta Lagos,Salvadoran,777613551,Stub,,
17736,José María San Martín,Salvadoran,777613737,Start,,
17737,José María Silva,Salvadoran,777613786,Start,,
17777,Juan Carlos Zuniga,Hondura,777669643,Stub,,
17786,Juan Manuel Rodríguez,Salvadoran,777685186,Start,,
17794,Juan Vicente Villacorta Díaz,Salvadoran,777698313,Start,,
17835,Julio Lozano Díaz,Hondura,777796210,Stub,,
17860,Bohuslav Kokotek,Czech Republic,777876483,Stub,,
17906,Alena Hanáková,Czech Republic,778095433,Stub,,
18001,Katrine Larsen Lenner,Greenlandic,778461046,Stub,,
18003,Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259,Start,,
18048,Juan José Daboub,Salvadoran,778564487,C,,
18083,Kerai Mariur,Palauan,778679721,Stub,,
18093,Kete Ioane,Cook Island,778717694,Start,,
18099,Tom Davis (Cook Islands politician),Cook Island,778763952,C,,
18118,Niki Rattle,Cook Island,778789714,Stub,,
18164,Kim Jae-soon,South Korean,778915319,Stub,,
18166,Kim Jin-sun,South Korean,778916810,Stub,,
18214,Jamil Majdalawi,Palestinian Territory,779034357,Stub,,
18219,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359,C,,
18224,William Alfred Young,Pitcairn Islands,779056744,Stub,,
18262,Foreign Affairs Minister of the Palestinian National Authority,Palestinian Territory,779105366,Start,,
18335,Rabiha Diab,Palestinian Territory,779367907,Stub,,
18340,O'Love Jacobsen,Niuean,779369629,C,,
18341,Sisilia Talagi,Niuean,779369671,Stub,,
18342,Salilo Tongia,Niuean,779369724,Stub,,
18343,Va'aiga Tukuitonga,Niuean,779369750,Stub,,
18366,Ada Mae Edwards,Saint Kitts and Nevis,779378782,Start,,
18367,Constance V. Mitcham,Saint Kitts and Nevis,779379168,Start,,
18404,Irena Kočí,Czech Republic,779417455,Stub,,
18405,Martin Netolický,Czech Republic,779417738,Stub,,
18406,David Rath,Czech Republic,779418369,Start,,
18542,Eva Nováková,Czech Republic,779498276,Stub,,
18543,Vojtěch Adam,Czech Republic,779500408,Stub,,
18544,Vlastimil Balín,Czech Republic,779500749,Stub,,
18545,Jiří Dolejš,Czech Republic,779500957,Stub,,
18546,Zuzka Bebarová-Rujbrová,Czech Republic,779501010,Stub,,
18547,Marie Stiborová,Czech Republic,779501096,Stub,,
18548,Jiří Svoboda (politician),Czech Republic,779501161,Stub,,
18549,Miloslava Vostrá,Czech Republic,779501194,Stub,,
18550,Jiří Čeřovský,Czech Republic,779501654,Stub,,
18551,Jan Korger,Czech Republic,779501783,Stub,,
18587,Kim Il-ung,South Korean,779544705,Stub,,
18588,Koo Kyo-hyun,South Korean,779544873,Stub,,
18592,Juan Carlos Valenzuela (politician),Hondura,779557210,Stub,,
18611,Adalgisa Ximenes,East Timorese,779579546,Stub,,
18618,Kateřina Jacques,Czech Republic,779581127,C,,
18667,Jacqueline Oble,Ivorian,779741800,C,,
18716,Tomáš Chalupa,Czech Republic,779839245,Stub,,
18717,Pavel Blažek,Czech Republic,779839319,Stub,,
18718,Aleš Řebíček,Czech Republic,779839400,Stub,,
18719,Ivan Langer,Czech Republic,779839455,Start,,
18720,Jan Stráský,Czech Republic,779839492,Start,,
18725,Jan Chvojka,Czech Republic,779842639,Stub,,
18729,Marie Benešová,Czech Republic,779847262,Stub,,
18730,Juraj Chmiel,Czech Republic,779847492,Stub,,
18731,Daniela Kovářová,Czech Republic,779847531,Stub,,
18732,Rostislav Vondruška,Czech Republic,779847687,Stub,,
18733,Martin Štěpánek (actor),Czech Republic,779847799,Stub,,
18734,Helena Třeštíková,Czech Republic,779847837,Stub,,
18735,Milena Vicenová,Czech Republic,779847883,Stub,,
18736,Jaroslav Bašta,Czech Republic,779848743,Stub,,
18737,Josef Lux,Czech Republic,779849059,Stub,,
18738,Miroslav Macek,Czech Republic,779849258,Stub,,
18739,Ladislav Miko,Czech Republic,779849694,Stub,,
18740,Džamila Stehlíková,Czech Republic,779849767,Stub,,
18751,José Arturo Vásquez Machado,Salvadoran,779894617,Stub,,
18763,Andrés del Valle,Salvadoran,779931580,Start,,
18811,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740,Stub,,
18816,Jozef Moravčík,Czech Republic,780051829,Stub,,
18850,Ji Sang-wook,South Korean,780227423,Start,,
18857,Lenard Montoute,Saint Lucian,780250934,Start,,
18860,Mark Partridge,Rhodesian,780260926,Stub,,
18868,Janez Bleiweis,Carniolan,780281974,Start,,
18883,Milan Uhde,Czech Republic,780321961,Stub,,
18894,Kaj Leo Johannesen,Faroese,780361487,Start,,
18936,František Pitra,Czech Republic,780534080,Stub,,
18938,Oldřich Černík,Czech Republic,780534267,Stub,,
18939,Maliina Abelsen,Greenlandic,780537008,Start,,
18940,Rigmor Dam,Faroese,780543271,Start,,
18941,Hanna Jensen,Faroese,780543417,Start,,
18942,Sonja Jógvansdóttir,Faroese,780543635,Start,,
18943,Karin Kjølbro,Faroese,780543692,Start,,
18954,Lilian Mercedes Letona,Salvadoran,780552804,Start,,
19000,Carlos Quintanilla Schmidt,Salvadoran,780701356,Stub,,
19015,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242,Stub,,
19019,Muagututagata Peter Ah Him,Samoan,780759402,Stub,,
19037,Otakar Motejl,Czech Republic,780868492,Start,,
19039,Ludwig Czech,Czech Republic,780887131,Stub,,
19047,Rudolf Beran,Czech Republic,780921783,Start,,
19102,Enrique Álvarez Córdova,Salvadoran,781102914,Stub,,
19114,Chung Hong-won,South Korean,781133659,Start,,
19115,Kim Byong-joon,South Korean,781134255,Stub,,
19218,Winston Pond,Montserratian,781452925,Stub,,
19338,Jóannes Patursson,Faroese,781915668,Start,,
19386,Victor Adler,Czech Republic,782058966,Start,,
19403,Ahmed Hilmi Pasha,Palestinian Territory,782105397,C,,
19415,Sua Rimoni Ah Chong,Samoan,782134923,Start,,
19510,Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",782350026,Start,,
19512,Louis George (politician),Saint Lucian,782356881,Stub,,
19522,Emil Beier,Czech Republic,782384016,Stub,,
19545,Ibragim Khultygov,Chechen,782430810,Stub,,
19553,Luamanuvao Winnie Laban,Samoan,782465136,Start,,
19565,Hong Ihk-pyo,South Korean,782498395,Start,,
19577,Arturo Araujo,Salvadoran,782520448,Stub,,
19627,Prime Minister of Rhodesia,Rhodesian,782602484,Start,,
19633,Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365,Start,,
19644,Akhsarbek Galazov,Ossetian,782634776,Start,,
19651,Jeon Soon-ok,South Korean,782649404,Stub,,
19653,Rubén Alonso Rosales,Salvadoran,782652818,Start,,
19681,President of Palau,Palauan,782714724,Start,,
19695,Governor of Pitcairn,Pitcairn Islands,782764117,Start,,
19699,Order of Merit of Samoa,Samoan,782768517,Stub,,
19721,Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984,Start,,
19794,Majida Al-Masri,Palestinian Territory,783041670,Stub,,
19810,Bruno Kafka,Czech Republic,783065752,Stub,,
19841,Badr bin Saud al Busaidi,Omani,783116680,Stub,,
19859,Leo Cardwell Ross,Rhodesian,783150296,Start,,
19860,Josiah Gondo,Rhodesian,783150589,C,,
19899,Charles Abercrombie Smith,Cape Colony,783249147,C,,
19900,Charles Brownlee,Cape Colony,783250295,C,,
19935,Dunduzu Chisiza,Rhodesian,783301534,Start,,
19968,Marcel Gargar,Guadeloupe,783350704,Stub,,
19973,Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232,Stub,,
19977,Marcella Liburd,Saint Kitts and Nevis,783358108,Start,,
19983,State President of the South African Republic,South African Republic,783371989,Start,,
20057,Mariano Prado,Salvadoran,783472679,Start,,
20093,Mario Alexander Barahona Martínez,Hondura,783532382,Stub,,
20096,Mario Canahuati,Hondura,783534612,Stub,,
20100,Mario Michel,Saint Lucian,783539672,Start,,
20178,Sapa'u Ruperake Petaia,Samoan,783679600,Stub,,
20199,Lucie Talmanová,Czech Republic,783711789,Start,,
20211,Martin Mejstřík,Czech Republic,783737915,Stub,,
20217,Martin Williams (diplomat),Pitcairn Islands,783746509,Stub,,
20254,Mary Rose Tuitt,Montserratian,783821985,Start,,
20282,María Sumire,Incan,783850857,Start,,
20319,Movladi Udugov,Chechen,783907075,C,,
20366,Matías Funes,Hondura,784048015,Start,,
